,reconstruction_error,true_class
364785,4.3584995416199874e-05,0
361102,4.354419211278129e-05,0
360727,5.799220083538136e-05,0
365414,6.226794931142165e-05,0
365050,6.971274438312879e-05,0
363046,4.358455517873958e-05,0
361791,4.362443931319719e-05,0
365850,1.1916274972682777e-05,0
358764,4.557982944016277e-05,0
367045,0.00010349370022078024,0
367812,1.7906732321868024e-05,0
366621,5.9005064733218824e-06,0
363354,4.3579365283493466e-05,0
365259,4.893204951653126e-05,0
362688,4.354274859484971e-05,0
358353,7.347009572049086e-05,0
359819,1.6029093393546152e-06,0
366103,8.576222766654773e-06,0
360093,1.314125109618906e-06,0
362863,4.3544669927723446e-05,0
361608,4.354825756954164e-05,0
360002,1.6092569177869642e-06,0
361054,4.362824260329492e-05,0
361583,4.353935667163744e-05,0
367661,1.468032093614909e-05,0
358351,7.326150223238829e-05,0
362789,4.354416865196914e-05,0
363450,4.358068417411826e-05,0
364983,6.968235582697395e-05,0
358308,4.5548463423388766e-05,0
367210,4.156025474925483e-05,0
361621,4.3568691334039915e-05,0
365464,8.720330414016723e-05,0
361681,4.3823389713594265e-05,0
367099,1.1395821398192636e-05,0
361180,4.3549896078614134e-05,0
361149,4.354101686588768e-05,0
358445,0.00011887661223322002,0
367663,4.9085182139162966e-05,0
359133,4.547961158760071e-05,0
361900,4.3551276933683535e-05,0
362970,4.354563961185162e-05,0
366528,4.916322016317301e-05,0
359227,4.48271462807118e-05,0
359992,2.5781877872629173e-05,0
359572,3.4504839513173056e-05,0
367585,4.490503142894503e-05,0
365007,6.962151469754781e-05,0
365016,6.963771469875464e-05,0
364087,4.347323613225693e-05,0
360500,4.351809022646355e-05,0
367204,1.3490260059501324e-05,0
363690,4.358264965988133e-05,0
358433,4.564069247215923e-05,0
364763,4.35515047301799e-05,0
358742,4.558010520219328e-05,0
359793,4.362498924124334e-05,0
363284,4.3660496983347554e-05,0
364537,4.359728104205027e-05,0
366665,4.283659715716332e-05,0
365942,2.307975769282179e-05,0
365986,2.0831597252169465e-05,0
361412,4.363032264110857e-05,0
367209,4.680540799515871e-05,0
362701,4.35476124028846e-05,0
359031,4.4870451106648064e-05,0
358365,7.326579533997347e-05,0
363039,4.356970618774656e-05,0
367617,2.710249004893928e-05,0
363905,4.358111684728508e-05,0
363263,4.358063363796786e-05,0
359942,4.3599789471148035e-05,0
362504,4.355128000278274e-05,0
361496,4.3548053109290414e-05,0
365725,1.3699551872367484e-05,0
361666,4.3544661042403604e-05,0
358484,4.553062756354949e-05,0
361215,4.357132891865661e-05,0
367537,4.911338838395075e-05,0
359379,4.479507330926208e-05,0
363230,8.095809320446596e-05,0
360544,4.3517518764624286e-05,0
364196,4.3597066866972825e-05,0
366902,1.2967012730202503e-05,0
362325,4.3549470943410624e-05,0
358628,4.55269156384756e-05,0
358385,2.87566033356833e-05,0
362713,4.354261682036611e-05,0
362121,4.3569789050848744e-05,0
358336,6.077700873687569e-05,0
361705,4.354032551712168e-05,0
359482,8.949370015893045e-05,0
363742,4.35626572767588e-05,0
358603,4.5504254392745743e-05,0
362486,4.357351329632391e-05,0
364877,4.360564657533885e-05,0
359394,4.543187235700939e-05,0
362052,1.609008494434968e-06,0
360703,1.4969196166370935e-06,0
362578,4.3616746443914495e-05,0
359891,4.360533369527602e-05,0
366206,7.505664858084246e-06,0
365132,3.3879516384857656e-05,0
358798,4.54552690601373e-05,0
362597,4.357208901125126e-05,0
360184,4.3522499704249816e-05,0
366410,2.0987484821753156e-05,0
360980,7.062386266771477e-05,0
360498,4.351988850413853e-05,0
358614,4.0918261514160025e-06,0
359018,4.550038685132191e-05,0
365210,4.897305389354396e-05,0
361408,4.3548427830406516e-05,0
366525,4.917980452426335e-05,0
367606,8.146109334323131e-06,0
360685,4.356540495558569e-05,0
364057,4.350277881493196e-05,0
367205,5.990967010612206e-06,0
363423,4.356631653239404e-05,0
365468,2.765609749312602e-06,0
367006,5.928919464334314e-06,0
360041,8.112046381236591e-05,0
365738,1.180177889366675e-05,0
359241,7.321471551429759e-05,0
363538,4.3578348254374566e-05,0
366029,1.017395025642079e-05,0
363962,4.35850279153102e-05,0
360122,1.5803629788498723e-06,0
358631,4.482038557646994e-05,0
360360,2.0959914059290535e-05,0
363534,4.3580682103855596e-05,0
361908,4.353996190870634e-05,0
358819,4.546294047596062e-05,0
361458,4.362809333932734e-05,0
364367,0.00011569791088840802,0
360388,4.2262653890558083e-05,0
364761,4.355455033117845e-05,0
363957,4.358085725919066e-05,0
361000,4.358540792542347e-05,0
361276,4.353963304336833e-05,0
362130,4.3542626179623884e-05,0
364494,4.359932296837812e-05,0
358467,4.5460405572810655e-05,0
361535,4.3542181623613316e-05,0
361635,4.3599248308185056e-05,0
359888,1.0356826080625808e-06,0
361450,4.3547599706275337e-05,0
363564,4.3509590270507467e-05,0
364963,4.090131091561732e-05,0
364354,4.3596774031423856e-05,0
367142,2.7178443625310064e-05,0
364404,4.3599586308437226e-05,0
364610,4.359689441059288e-05,0
359778,0.00014377521399341997,0
359621,7.803633336411395e-05,0
360217,4.35355998990167e-05,0
367199,1.7009379766183337e-05,0
361573,4.3634206653164886e-05,0
361335,4.354247155925142e-05,0
361685,4.354057853110498e-05,0
358984,3.6383262601893864e-05,0
358797,4.5496059515295855e-05,0
364817,4.3597930737818356e-05,0
360357,2.449764025316527e-05,0
367333,9.855898669810024e-06,0
367022,7.586107340988041e-06,0
363775,4.3560206988696104e-05,0
366368,2.1539719831370178e-05,0
360555,4.356605720757139e-05,0
366517,6.246469816697347e-05,0
362906,0.00011636099229563447,0
364269,4.3505117727709266e-05,0
359801,2.2491625280614285e-05,0
364622,4.357149044345923e-05,0
363707,4.358441776481575e-05,0
364421,4.350053832063425e-05,0
363635,4.35607080139296e-05,0
367095,7.684421318541082e-05,0
360333,1.5071955678000962e-06,0
364338,4.359529156343516e-05,0
360603,0.00012955776588095616,0
359245,4.48405291104441e-05,0
359744,2.9790042660757733e-05,0
360654,2.7780630887064543e-05,0
364115,4.359727288991639e-05,0
366326,1.5243746721545254e-05,0
363496,4.3582733089841724e-05,0
362313,4.354622054009106e-05,0
360873,4.3546647647050626e-05,0
359827,0.00011829223439954582,0
359722,4.358245246670182e-05,0
359747,5.812426855599551e-05,0
358499,9.772390280117312e-05,0
358331,4.549549111174869e-05,0
364625,4.3598300141030266e-05,0
360950,0.00017728399150601412,0
366597,1.6146181624321747e-05,0
364314,4.356934534764269e-05,0
363867,4.357911673068311e-05,0
361447,4.3540374640642565e-05,0
363955,4.3588276090521515e-05,0
358598,6.099537922906382e-06,0
365560,6.0369865110241115e-06,0
367242,2.6335204963262475e-05,0
366993,1.6821609472261254e-05,0
367433,1.604058936308824e-05,0
367813,8.424369891603377e-06,0
361138,4.3553303164570584e-05,0
359143,3.955851036754345e-06,0
360854,4.357417558181994e-05,0
363806,4.358082651159374e-05,0
364059,4.372214491331415e-05,0
365970,2.7658836816618767e-06,0
362763,4.360251857405147e-05,0
364153,4.360944247158157e-05,0
361598,4.3582695565885004e-05,0
362689,4.354753908682399e-05,0
365998,1.029956258759085e-05,0
361234,4.3635853436828076e-05,0
360658,3.003722358492496e-05,0
362023,0.00025671385758140703,0
358556,3.574594271333418e-05,0
366866,8.877193922947187e-06,0
364685,4.359831896138283e-05,0
363121,4.358634197834356e-05,0
358601,4.5480844309127724e-05,0
366602,1.3527415412692504e-05,0
360206,4.357212641687389e-05,0
367243,2.4678711724954844e-05,0
359662,1.8384146582588016e-05,0
361874,4.354601463075425e-05,0
364701,4.359629897710215e-05,0
365196,0.00014678016316452047,0
366943,0.00010365162769280041,0
358562,0.0001032934830291286,0
366995,2.1000639887790018e-05,0
362223,4.3606823965737554e-05,0
364250,4.355677271354021e-05,0
363732,4.358102510498041e-05,0
366218,2.7147873708351086e-05,0
366640,5.915260141494123e-06,0
366530,4.910618555833554e-05,0
362078,4.355849730858406e-05,0
359569,1.635405715980423e-06,0
362728,4.359834277494425e-05,0
358905,4.546852974902127e-05,0
366341,5.776057156897773e-05,0
360660,8.111676655805018e-05,0
361962,5.815003416558163e-05,0
360709,3.1368456091117586e-05,0
366891,2.5882353180457492e-05,0
364941,4.3597361871368695e-05,0
361445,4.354446377523508e-05,0
362207,4.354300361781658e-05,0
359570,3.569093987366278e-05,0
360331,8.093971921282049e-05,0
358757,4.54890017420935e-05,0
362062,0.00011808736038025274,0
362636,4.3547545899798505e-05,0
367171,5.933609237138745e-06,0
367419,9.285260315893112e-06,0
364924,4.360437154949371e-05,0
364370,4.359591361832245e-05,0
364046,4.355887960592079e-05,0
364451,4.356267157676011e-05,0
366371,2.100621632113168e-05,0
362703,4.354246097475842e-05,0
359777,7.735273619764815e-05,0
358332,0.00012022131508114795,0
366126,2.2661098943642645e-05,0
363288,4.357873303567656e-05,0
358669,4.5698932406583666e-05,0
359223,4.4807797367997265e-05,0
367423,2.848990128625103e-05,0
360296,4.356738439366488e-05,0
364067,4.350186714826353e-05,0
362860,4.354502699241154e-05,0
361915,4.3547213824599006e-05,0
359837,1.4702752300358715e-06,0
360460,4.3566140521175624e-05,0
359217,7.320873508805009e-05,0
366179,1.8592005210551423e-05,0
365515,2.7176594625269625e-05,0
363735,4.358419167139518e-05,0
359792,4.359226157445574e-05,0
362093,4.3557181018056416e-05,0
365939,1.654306270394058e-05,0
365502,2.593543286465567e-06,0
361436,4.362934335292771e-05,0
366423,2.7894577854341218e-05,0
367106,6.272092792243566e-06,0
367508,2.5944533524519924e-05,0
360344,8.095867639723308e-05,0
358293,5.447717554803648e-06,0
363907,4.3581526295861934e-05,0
361263,4.3539012092138276e-05,0
358727,4.554138289611104e-05,0
361294,4.357265382695971e-05,0
359148,4.5584248956398996e-05,0
366096,7.282844209169849e-06,0
365655,2.3605468465294055e-05,0
365463,4.8966771447915015e-05,0
365165,1.4397476096198957e-05,0
365173,4.906316955137755e-05,0
364512,4.359857936605805e-05,0
362386,4.354261352447702e-05,0
364358,4.359752385698251e-05,0
367381,1.6253611867231403e-05,0
359595,4.3604234679668125e-05,0
363454,4.3578743387263986e-05,0
362869,4.3550702442625444e-05,0
366709,1.982134279668606e-05,0
360515,4.451559912554505e-05,0
358860,4.545458260252804e-05,0
364479,4.35965751284429e-05,0
367295,1.298575070859508e-05,0
366586,2.1942129881614803e-05,0
366208,1.5010434764073554e-05,0
360681,4.356343235922501e-05,0
366717,4.8254507000646414e-06,0
360780,4.3535940975257134e-05,0
358890,4.54602591227168e-05,0
358599,4.551337325707199e-05,0
360008,1.754744241549222e-06,0
359193,4.485812813345787e-05,0
358578,7.334804230281144e-05,0
364578,4.355902001967624e-05,0
361229,4.357115444115475e-05,0
363703,4.358243092822706e-05,0
366545,8.383490259466123e-05,0
364207,4.350458334302161e-05,0
361800,4.354062090161794e-05,0
367305,2.2118112273276045e-05,0
366573,9.56475679511794e-05,0
367538,4.910794685024792e-05,0
364372,4.359801247077247e-05,0
362855,4.355475027321737e-05,0
365240,4.8887653518922505e-05,0
364128,4.359767631370509e-05,0
367084,2.103198184855983e-05,0
366406,8.175330251462908e-06,0
362823,4.355441802965748e-05,0
360910,4.356816838980418e-05,0
362309,4.362124891277342e-05,0
361040,4.358217005229406e-05,0
366716,2.0206776009304896e-05,0
360490,4.359010945256785e-05,0
358436,4.546872209482348e-05,0
366292,1.9960675496452893e-05,0
359427,0.00011595597967525932,0
358809,4.558819346837559e-05,0
360905,4.355701243718998e-05,0
363638,4.3580736866702604e-05,0
360237,4.3526674225636174e-05,0
359543,4.3629478156644404e-05,0
364873,4.35990606357852e-05,0
362161,4.3545668995089114e-05,0
363632,4.357919089016416e-05,0
361407,4.354273130320564e-05,0
360288,7.07745696574079e-05,0
367567,2.1005810297554725e-05,0
359099,4.482772473007377e-05,0
363144,4.3579306710286066e-05,0
358457,0.00018789347213831937,0
361773,4.359809691974598e-05,0
359644,4.362567819251761e-05,0
360893,4.3582146140225495e-05,0
358634,4.548584407358318e-05,0
362128,6.309462421872867e-05,0
359248,7.313027007420357e-05,0
362474,4.360579368665573e-05,0
364606,4.350274718454747e-05,0
363094,4.356514531336672e-05,0
360878,4.352878717357089e-05,0
363021,1.3416790684298195e-05,0
364887,4.359751839927885e-05,0
358415,7.601304459694707e-05,0
362084,4.3705507727756325e-05,0
362315,4.354404813036142e-05,0
362921,4.35476764907564e-05,0
362283,4.3542550743454826e-05,0
364191,4.359682157770414e-05,0
361303,4.354419363371979e-05,0
360812,4.351949753604538e-05,0
362719,5.810942922324147e-05,0
363629,4.357966088623514e-05,0
366073,1.5869773970720298e-05,0
367553,1.7382488414439183e-05,0
358987,4.544267325807639e-05,0
366718,5.30874671001382e-05,0
367530,1.598433203742908e-05,0
362258,4.360255615276174e-05,0
365831,4.6985191019745365e-06,0
359689,5.812823845782785e-05,0
360391,4.364767500432198e-05,0
362479,4.354680294537553e-05,0
366181,1.5964360525560105e-05,0
360261,2.6135427504022e-05,0
360014,7.418797065759873e-05,0
359156,4.483244359729845e-05,0
367558,2.078097441324845e-05,0
363293,4.35843521723895e-05,0
359618,1.6307142482939625e-06,0
364322,4.3563106603085554e-05,0
365677,2.6553918196142794e-06,0
358441,4.549477027833101e-05,0
367363,1.7815117677355136e-05,0
363458,4.358211017960006e-05,0
365637,1.2276400901848466e-05,0
358668,4.564524442869285e-05,0
360404,4.356078187238526e-05,0
358589,7.33411985496255e-05,0
363656,4.358057902694659e-05,0
364330,4.359685619997813e-05,0
365976,1.4982956661523165e-05,0
360882,4.357015176888114e-05,0
358512,9.459959254564526e-05,0
364001,4.3583031544891834e-05,0
366416,1.5969168654269115e-05,0
363521,4.358340462170591e-05,0
365449,8.69561980926371e-05,0
365438,4.8951751871926555e-05,0
360307,5.800635142921324e-05,0
364474,4.3597733882215614e-05,0
362312,4.354214558003259e-05,0
362385,4.354191742340061e-05,0
367477,1.3323832261016523e-05,0
364324,4.359903565514895e-05,0
361208,4.362741365670319e-05,0
362859,4.3547220001196055e-05,0
367118,1.156778029261766e-05,0
367403,2.7960092379987066e-05,0
367447,2.7813428543846008e-05,0
364078,4.3595739249202555e-05,0
364296,4.3558960488567884e-05,0
363559,4.3504641439267765e-05,0
361601,4.3575988172557564e-05,0
362287,4.354545980169559e-05,0
367157,8.159378987169253e-06,0
367237,1.069802004063286e-05,0
366360,1.0866131243110816e-05,0
360809,4.35258520216283e-05,0
362881,4.3552848012665344e-05,0
366697,1.7742571001176562e-05,0
362104,4.359912248681448e-05,0
359732,1.618870357129074e-06,0
367379,1.737848632922894e-05,0
361780,4.357092532007449e-05,0
360349,8.09853377455002e-05,0
360645,4.3554205087633714e-05,0
362962,4.355004969715037e-05,0
358922,4.5691254322900115e-05,0
366074,2.0973058056808134e-05,0
366851,2.6742098949307338e-05,0
364766,4.360324733561694e-05,0
364507,4.3596872640339994e-05,0
362274,4.3601261713945754e-05,0
359780,1.6164792054242311e-06,0
364602,4.3486022672115037e-05,0
362186,4.3542210104229226e-05,0
361719,4.35527553537637e-05,0
359851,4.354338998732284e-05,0
359449,2.8021160061861434e-05,0
360843,4.356443784371374e-05,0
366527,4.9181054814253006e-05,0
361007,5.7981219776346854e-05,0
361394,4.35710330728513e-05,0
359934,4.246728460368723e-05,0
359324,4.48033367624128e-05,0
362114,4.361363222722468e-05,0
365848,1.178204458200423e-05,0
363300,4.3578560803683895e-05,0
365570,1.2430772202166095e-05,0
362178,4.3542079189918645e-05,0
362275,4.3628568794687914e-05,0
359603,1.6329833871113663e-06,0
363787,4.356548507557955e-05,0
359356,4.483536518131731e-05,0
365605,8.364667624826687e-06,0
362012,4.355142721064453e-05,0
359597,0.00011808784059240518,0
363280,4.3550564100276494e-05,0
358656,4.037751015883789e-06,0
358699,4.561212186048236e-05,0
365023,6.97468238031735e-05,0
366956,8.164948981274884e-06,0
364276,4.35975234337399e-05,0
358367,4.489584126737651e-05,0
359210,3.546019561333127e-05,0
361830,4.3569880117407416e-05,0
365585,1.82759304747525e-05,0
360982,7.061246594027158e-05,0
366810,3.283337585999804e-05,0
360450,4.3564615620302685e-05,0
362515,4.3546755436286246e-05,0
364190,4.359761996746425e-05,0
363811,4.3579447206668565e-05,0
363682,4.3585608426796057e-05,0
363055,4.350356333464339e-05,0
361740,4.354080269066194e-05,0
362692,4.3542049225024004e-05,0
362904,4.355064172662792e-05,0
364777,4.359801704867847e-05,0
359739,0.00010837288177841114,0
361647,4.354045750962564e-05,0
361033,4.357440210617247e-05,0
361599,4.361562783702336e-05,0
367386,9.356556273513763e-06,0
359440,1.6383280025502504e-06,0
364691,4.3597893045888205e-05,0
360268,8.055727482865977e-05,0
359639,2.1445465687970634e-06,0
363869,4.3582221258401985e-05,0
360942,4.351596750333962e-05,0
364791,4.3501689275133954e-05,0
362266,4.3560042285544196e-05,0
365609,1.3101498022992463e-05,0
363582,4.3504136442266626e-05,0
364217,4.35959856065221e-05,0
359914,4.3592945244611254e-05,0
365867,1.2560994727246999e-05,0
362224,4.355129045793727e-05,0
365938,1.4575798650600752e-05,0
366136,5.97112258289308e-06,0
360599,8.057913292019367e-05,0
359515,7.097213343998866e-05,0
367698,2.8023764506906355e-06,0
367260,3.504660032387402e-05,0
366675,1.6882406194282246e-05,0
364919,4.3598003918293185e-05,0
360125,4.230273229267257e-05,0
365954,1.5861544310132973e-05,0
364524,4.3597103546141696e-05,0
366804,3.181478584196023e-05,0
361129,4.354705533447035e-05,0
360090,3.396920995852079e-05,0
361563,4.35511202410896e-05,0
364931,4.359934874370901e-05,0
359111,4.548871439643645e-05,0
366064,4.896834679343856e-05,0
360015,4.229609747524681e-05,0
360867,4.6436649180371034e-05,0
366357,1.2772692929178508e-05,0
364350,4.359630332110449e-05,0
365014,6.966716513577701e-05,0
365949,1.5476898355914624e-05,0
366039,1.253176661978665e-05,0
363333,4.3583927482313125e-05,0
358538,4.552350107589136e-05,0
360485,4.3601751466420785e-05,0
365190,5.859359112201475e-06,0
363574,1.5701349603271838e-06,0
361423,4.357518898302742e-05,0
366616,1.0966833942991828e-05,0
364934,4.3597740059230616e-05,0
367680,5.9318367744733376e-06,0
361283,4.361923815177408e-05,0
366183,8.15855733023525e-06,0
362725,4.360767509065485e-05,0
360317,3.139200410175482e-05,0
361431,4.3540922122839674e-05,0
365668,7.385753806961993e-06,0
360847,4.357209834658363e-05,0
358726,4.5543448777374475e-05,0
360000,5.8095346906262836e-05,0
363103,4.357908008378697e-05,0
359390,4.5428143933085895e-05,0
367578,0.000101442629764635,0
364546,4.359788256365366e-05,0
363003,1.4909904531366861e-06,0
364548,4.359797300801797e-05,0
358400,4.5532940701271826e-05,0
362404,4.3605035420456295e-05,0
358324,4.552019448439114e-05,0
359236,9.76528421699913e-05,0
360617,4.3566877106935424e-05,0
363341,4.357937497891322e-05,0
364102,4.359734776059003e-05,0
359422,4.358498701598457e-05,0
366490,8.370973205746877e-05,0
359212,8.274990319017805e-05,0
361994,4.353770643849002e-05,0
360420,0.00018213770076250162,0
366741,6.969543080984638e-06,0
367499,3.4232300585681745e-06,0
367283,8.229900456448458e-06,0
365921,3.5492698490242315e-05,0
364587,4.3563316607195406e-05,0
361231,4.3633441065549766e-05,0
366585,1.981184256203432e-05,0
360589,4.3598600023766836e-05,0
363745,4.3561307101621556e-05,0
367094,2.8952530371640384e-05,0
359362,4.482192077893371e-05,0
362107,4.3550530805805914e-05,0
360201,4.357933400290878e-05,0
365481,7.928148672546766e-06,0
361107,0.00014382146583348588,0
365182,5.857408498813833e-06,0
360054,2.0783390332565306e-05,0
360671,4.364393525308977e-05,0
358758,4.5583920930377456e-05,0
367229,3.623479222050921e-05,0
363560,4.3561100237283065e-05,0
362113,4.360987797592543e-05,0
367358,9.008421063443756e-06,0
363825,4.358256052354688e-05,0
367501,7.828952732003255e-05,0
365871,1.0657252448312646e-05,0
363161,4.3582637329641675e-05,0
361745,4.353999057419191e-05,0
366916,4.9254892778960775e-06,0
359275,6.749615189285609e-05,0
