,reconstruction_error,true_class
4525,0.000567122660651925,0
7724,0.0005395438867969996,0
4541,0.0005681553121093663,0
2417,0.0003965259471177419,0
9935,0.0011772998889312133,0
7021,0.00035130200196295796,0
4276,0.0005353644473844667,0
9075,0.0013207072023157709,0
3744,0.001384221463103169,0
3961,0.0029623591390769153,0
2408,0.0008298831689145595,0
4340,0.0004903779628866277,0
6059,0.0004158640174030458,0
4379,0.0005269793846211932,0
5696,0.00036483669668674676,0
9243,0.0008889863474176733,0
9682,0.00984759330241915,0
2987,0.0010742873459751035,0
2383,0.0003943065742151108,0
5078,0.0005113417556952926,0
2091,0.037241065333703534,0
4215,0.0008463956171695215,0
4312,0.00037079719176993177,0
5729,0.0004287266709967643,0
9271,0.006693578802716998,0
6007,0.000537356955314822,0
7668,0.000540492184379506,0
8414,0.0008315848874165374,0
8147,0.0005376458525619798,0
8354,0.0008782786034661804,0
7098,0.00037111719551131316,0
10034,0.0016446831883071655,0
7135,0.0006321236604700162,0
10554,0.0005760454547883761,0
3898,0.009522385136954564,0
3731,0.0014323325607733992,0
1582,0.007444815394379866,0
1980,0.0008377520314294214,0
10835,0.001266208994659338,0
6926,0.0003520445943629007,0
9583,0.0022135297916238716,0
5609,0.00044412341412542865,0
2024,0.0007007862871676437,0
10171,0.00042651278476046347,0
10510,0.012641861949509064,0
1636,0.0011638129196477748,0
8881,0.00041282377174558545,0
8051,0.00037794243403061563,0
6478,0.0013224166120764972,0
3191,0.0028828876771794746,0
8947,0.007315937269736336,0
9830,0.0006221433078996796,0
5734,0.0003988239974638381,0
7723,0.00040689031553316896,0
7579,0.0005263337509284771,0
1974,0.0004215348243118892,0
3169,0.009844454608633342,0
2019,0.0005331773184665457,0
5716,0.00035111747929163846,0
3298,0.0007365240836916065,0
1907,0.0014414990535261815,0
8864,0.004147102018720525,0
8568,0.009233050732930846,0
6812,0.00042259430088928705,0
5446,0.0004250045929111906,0
7672,0.0009020863752332511,0
9694,0.0052073774960971365,0
3229,0.011518264979760353,0
10813,0.009844282543771682,0
1599,0.001059590963854654,0
9717,0.0003386472004663105,0
7375,0.00043237900011671934,0
6691,0.0004208744753271288,0
1949,0.05398354500923532,0
3293,0.00030901052955300716,0
8233,0.0011867847441698856,0
4080,0.009774856537290664,0
8989,0.00041945129968297743,0
7651,0.00040182171053798914,0
8100,0.0003657648489234669,0
5923,0.0005632404175955969,0
7385,0.000570080306724342,0
7955,0.0007202253591991658,0
5212,0.0003518323584249661,0
7857,0.0002978106893844357,0
8935,0.006684664268514308,0
7323,0.0005376291032966271,0
7551,0.0004963713722913508,0
7767,0.00040166820815557155,0
3328,0.0008202051309307422,0
6748,0.0003966146999022119,0
5042,0.0005199127435343916,0
10572,0.003511590812902697,0
10224,0.00039307433906841667,0
9435,0.00047881161187477426,0
5802,0.0004095692936209571,0
7697,0.0005488548714695582,0
10686,0.004865293246249536,0
2583,0.0006024954207438071,0
2919,0.00043636951976675636,0
3024,0.0005411258126179305,0
8703,0.004616466160003608,0
6979,0.0004036848362872172,0
1893,0.0010432410553225045,0
5991,0.0003517887851978892,0
2173,0.007697807281699108,0
10649,0.010167504073134924,0
2872,0.009852620353971036,0
5458,0.0010528745027916335,0
9818,0.0008722505868368228,0
2647,0.009847593314594979,0
8913,0.0032616524988802135,0
4834,0.0005385254557964077,0
6022,0.0005792842210183687,0
8886,0.004190391684342723,0
5007,0.0005304862608323729,0
7583,0.0005254521243045539,0
6041,0.0005375794881690012,0
10002,0.010836695278490219,0
8941,0.0007867307332247701,0
1788,0.00035625263765124473,0
2721,0.002344164523567195,0
2910,0.009848009532018132,0
7145,0.0005520022662270352,0
9536,0.009520014809048603,0
6458,0.0008307742284066982,0
2703,0.0007733377354035022,0
3506,0.0010595909408930063,0
2907,0.0009625541184010268,0
7788,0.0006241279867496658,0
2398,0.001880698846793372,0
6133,0.0003634523480627682,0
3120,0.0005468118263382136,0
9095,0.0015125646651961496,0
4303,0.00046761977119344126,0
9813,0.03636020719071056,0
5856,0.0005679826746643826,0
4410,0.0005209274638875185,0
8532,0.0004935936964943095,0
4476,0.0003432647228853143,0
3045,0.0005683191516978128,0
9601,0.0013928834771625438,0
3403,0.00035472897469229574,0
5219,0.08247983309462534,0
3725,0.0005225076612583156,0
5419,0.0003587269773303886,0
7577,0.0004843740997937413,0
2602,0.0010595910028405671,0
7491,0.02183789244429217,0
4324,0.000535137221017509,0
10038,0.0016422904540266373,0
7911,0.0005737060234480808,0
8867,0.0005185319727291384,0
8992,0.0005187922470000697,0
3525,0.00030495818075174265,0
4827,0.0009236658552345238,0
5851,0.00032512043513380803,0
6189,0.009906227423552951,0
4194,0.000391355899755492,0
6184,0.049649837435003986,0
3194,0.0010595909408930063,0
7912,0.0005338066217469105,0
2776,0.0004163864596937192,0
4532,0.0006076954696341456,0
6435,0.0004561004588038941,0
3955,0.0007195740488843905,0
9847,0.0006893823471398279,0
5222,0.04790029986470798,0
6616,0.0005837895472154741,0
7256,0.00030228726322956893,0
2364,0.0004746905122904198,0
3808,0.0011966006449187236,0
9934,0.008610966554546847,0
6149,0.0005421120681737134,0
7008,0.0012618195682654585,0
3537,0.0005468118263382136,0
10600,0.00436830929798904,0
5795,0.0005876449033467593,0
6636,0.0010656135140395743,0
7343,0.00035644877057338775,0
5883,0.0005513940479715114,0
7125,0.0005404660176710343,0
5453,0.0005468118263382136,0
10815,0.004426549963547386,0
6623,0.001180847671530442,0
6075,0.00045039960113787416,0
5183,0.0005844810017367303,0
4304,0.0005765690414931264,0
10710,0.004365422735026397,0
5139,0.0005219524407100749,0
7262,0.0003987847544658915,0
4348,0.00040989604028279065,0
5822,0.0007802132074426375,0
6385,0.00035260971331124626,0
7519,0.0003603232592914845,0
6298,0.0004846485736476757,0
9223,0.000759801226421809,0
5017,0.000358351788599685,0
2547,0.0005715170580301507,0
4240,0.0005411843905055331,0
10373,0.0032156630710397974,0
7171,0.000557705120486358,0
4941,0.0003945263750035909,0
10336,0.002730828026300682,0
5120,0.0005146418580532879,0
8786,0.006558999424858492,0
2013,0.001073874495147044,0
2256,0.0003821829060552291,0
2870,0.0003041547153981913,0
2610,0.012380135038958903,0
8754,0.00040542740087413356,0
4696,0.00048462931328072123,0
7237,0.0004070327484696179,0
9277,0.007264094275952296,0
1897,0.0009249290675634278,0
10126,0.009845218921330652,0
1895,0.0008729126556126035,0
6630,0.0003511737233717491,0
1868,0.0004693729916985973,0
6695,0.0005439536442239322,0
6210,0.000431281288419614,0
7777,0.00036924194925406817,0
2369,0.0005374228942006782,0
8161,0.055439842181030506,0
8010,0.0003517255666781063,0
10640,0.0028377613939999033,0
10780,0.000852493441939035,0
7942,0.0006894050913964452,0
3154,0.0044611486544818505,0
8385,0.0005468118263382136,0
9273,0.0019964922831037742,0
1610,0.0005666324510948448,0
2363,0.0004737310046835714,0
8831,0.003476588773448257,0
2738,0.0004737576423906243,0
9852,0.00552379361333208,0
2297,0.0005655312655757724,0
7351,0.00039180018908956907,0
4117,0.0005468118263382136,0
5776,0.00037612578455177635,0
9626,0.005598700583205664,0
5242,0.0009122208153724762,0
6620,0.0005774589253407874,0
4880,0.0003818008646961794,0
8521,0.0007322829477292848,0
10438,0.010834638004595616,0
3684,0.0010535304311336906,0
2668,0.0010595909515725974,0
5626,0.0005372123464634579,0
5478,0.0003864901825890109,0
4280,0.0006047179386969639,0
9157,0.0007138029113940303,0
1778,0.00762299356672046,0
5718,0.0005764547319723368,0
2038,0.0011024787933538874,0
2983,0.001050237096443181,0
7402,0.0005454261343432404,0
10398,0.0010721949460971941,0
9506,0.0017071482122546027,0
4686,0.0004394842176854518,0
1692,0.0012564632611385882,0
3553,0.0029324005638851542,0
8292,0.001007908740391385,0
3494,0.0013207071986526687,0
7396,0.0006902896308128105,0
6324,0.0004767615956895213,0
7642,0.0003533463317467533,0
6757,0.0003942842361799983,0
2308,0.00039777197441045147,0
6524,0.00047719297933208855,0
1838,0.0005023481764146253,0
9917,0.0006471736486601986,0
2232,0.0005782348133139659,0
2850,0.03862910456826713,0
10829,0.0006982345692209185,0
10393,0.007451685034527739,0
8721,0.0010679525239254833,0
3134,0.012449598722897947,0
5782,0.0005767398081167464,0
3729,0.001006210528254125,0
4181,0.00077141923113226,0
10384,0.009850424298072789,0
7536,0.0005603384223978634,0
10195,0.00032253662167580546,0
4796,0.0005372000444207888,0
7179,0.00045309556422269253,0
1833,0.0004869793036137899,0
10607,0.0027563155174849404,0
7705,0.0003567767413216831,0
2814,0.009844914458086985,0
6461,0.000952229602256406,0
2474,0.0003990851151228024,0
4318,0.00035423151780130063,0
2861,0.009847789205042042,0
7011,0.0005022509448306793,0
8162,0.07674247580102497,0
6489,0.0005607511967109647,0
9128,0.0005894226314990561,0
5601,0.0006718108382085113,0
9989,0.0043217873761831295,0
5877,0.0003799426789413142,0
4840,0.0003691893429236322,0
8623,0.0003617514850071405,0
3913,0.0069676642947328685,0
2849,0.01117665340309398,0
8317,0.0018859903995937664,0
7919,0.00043868937410300224,0
4268,0.05353033293191915,0
9816,0.0007863933871160913,0
7766,0.00032042837066300223,0
8771,0.0010158916893666268,0
3406,0.0003591486866827686,0
7898,0.00035690692137299275,0
10407,0.00706388903341614,0
4065,0.0012148097117087803,0
2366,0.0005138619414971475,0
3124,0.0010595910028405671,0
5363,0.00042270367011510405,0
10592,0.0016298071576205813,0
9191,0.00252364152248606,0
4633,0.0004277864252686315,0
7764,0.0003046345186047812,0
10709,0.004277327302942848,0
6397,0.0005933441630495517,0
10542,0.010242202421675561,0
8510,0.0013207072023157709,0
8158,0.0072896164697955675,0
4680,0.0002968107093650323,0
4848,0.0007237769982080118,0
8586,0.0008470848089048697,0
7289,0.0004052462390992375,0
7968,0.0006931973301559128,0
4975,0.000434844597829878,0
7214,0.009844530883516391,0
6053,0.0005462056135274984,0
9799,0.03383337869677639,0
3633,0.0005030593316656749,0
10288,0.005003417939741048,0
10133,0.002321050809793419,0
8651,0.004384081493779076,0
6950,0.00043089025009984954,0
6411,0.0003735933332643397,0
7283,0.00036789770283892275,0
3528,0.0005216699162487379,0
5832,0.000316706427925073,0
6412,0.0004546142666032506,0
10011,0.03864202460636063,0
3859,0.0007817686314698144,0
7734,0.0003559075388997571,0
3668,0.0007725667454883065,0
4002,0.00117495588252183,0
7622,0.00040166141428209267,0
1918,0.000764453039410131,0
10374,0.001909395292137447,0
4702,0.0003512709474246924,0
3920,0.0106350708577861,0
8541,0.0010648898148456732,0
7641,0.0003561279435555879,0
3409,0.0004510658108208091,0
5967,0.000499293120915477,0
5562,0.00035931075173660797,0
9566,0.001979026613443638,0
8816,0.0007616132964611808,0
10651,0.0035329480480736095,0
2407,0.0008762088383193214,0
5103,0.0005382582924693711,0
8027,0.00038773147265678046,0
6941,0.0005027004471592747,0
6340,0.0005410797022551931,0
6705,0.00036574187004600664,0
8826,0.0011871652832365557,0
3476,0.0008588984431477389,0
5447,0.0005297439814329477,0
6987,0.0007313894209078695,0
4499,0.0006186263674984566,0
8677,0.0009837070646176336,0
4409,0.0005275488374891068,0
8657,0.0008941020269651438,0
9322,0.000978646901603581,0
6162,0.00035113593393757954,0
1846,0.0004157686247666675,0
3374,0.000697147187072699,0
9529,0.005937878736685961,0
4612,0.0008882772116989613,0
9255,0.0004948729186495493,0
7929,0.0005976866721608446,0
9447,0.0006676151288563737,0
5834,0.000604315705516995,0
1473,0.0015550134047624781,0
5387,0.000369462209053854,0
4510,0.00038335364578298466,0
2030,0.0013171435078679994,0
2784,0.009844951514603292,0
3130,0.0007910637647999905,0
3214,0.03721442890489813,0
10299,0.005417761467330453,0
10990,0.0016552860696191492,0
4849,0.0010151699078711543,0
2549,0.0005516031379607648,0
9656,0.0013207072023157709,0
2758,0.0010162458401915975,0
5207,0.00035721857156537984,0
5791,0.000820204720397363,0
7673,0.00036359235492012545,0
10400,0.0010847313282231377,0
3066,0.0010595909408930063,0
5961,0.00046529653466420974,0
3735,0.0008583445568392101,0
1580,0.011864365431016249,0
10719,0.005516759906044378,0
8787,0.0030788620091827743,0
7653,0.00042523954235615814,0
6669,0.0006104180295974993,0
3205,0.0003938774165470673,0
4084,0.0005384451330818068,0
7359,0.0005196507209878066,0
2694,0.0008453737747728396,0
8662,0.00036352157569562085,0
8724,0.00232485000789726,0
3307,0.000300204045569694,0
2372,0.0005498702474442285,0
4871,0.00035210957578213164,0
3641,0.0006220315377891113,0
8305,0.0010702486712420743,0
2204,0.00036797126310526547,0
10312,0.0011317541974823196,0
10668,0.000887750099568025,0
2986,0.0005224156489681566,0
6627,0.00042550163021884055,0
1969,0.001142935506373906,0
3745,0.0004297947522020839,0
7998,0.0008766390942114384,0
7782,0.0007021346053658794,0
3800,0.0005301293619591772,0
1932,0.0006063673244630823,0
1959,0.0661789240371172,0
8365,0.000524893145963766,0
3782,0.00045922392354495013,0
3159,0.0005468118263382136,0
5541,0.0006335017024404078,0
9646,0.001352048352790195,0
5898,0.00035893827946028,0
4464,0.000802955163629724,0
4088,0.0069822384453735,0
10655,0.0035518448249433356,0
7425,0.0004600045916409985,0
10608,0.0017655035390434755,0
5275,0.0011776113331216705,0
1677,0.0005437518380218348,0
4326,0.0003650052452537354,0
4349,0.0005778452622540951,0
9327,0.002800175995437153,0
10128,0.007638375726811272,0
8211,0.0010715421740540442,0
7361,0.0004117019013829966,0
6927,0.0010595910476170235,0
10205,0.000909741799313672,0
9340,0.0014000768465436053,0
3172,0.00984438903971099,0
8350,0.009907343625009961,0
7844,0.00036371825382405104,0
3364,0.010672631443833413,0
9538,0.009190370510566178,0
10296,0.001680633806765189,0
6465,0.0008538067561157551,0
8636,0.0006170192850298691,0
2260,0.0005376861696418601,0
2202,0.0003611765899173609,0
10617,0.011225595322784946,0
4670,0.00048747448507277,0
4596,0.0005573317176818306,0
11001,0.0013222690236225,0
5906,0.0003600682661848844,0
2007,0.0004966475557284222,0
8409,0.0006338003325646953,0
3759,0.0009824406596185254,0
10790,0.0036994140102800553,0
6548,0.0003868325344051314,0
8126,0.0004209405811979678,0
9539,0.002727783978153742,0
4850,0.0003591301335717161,0
10955,0.0014119428231062984,0
2441,0.0007932729427573643,0
6291,0.00035759779827323996,0
6402,0.00040302882482110675,0
2808,0.0010595909515725974,0
8416,0.0009054313445605575,0
6290,0.0003555745574308976,0
3432,0.0003282251499677889,0
9269,0.004336374218144625,0
6415,0.0003370911350231387,0
2656,0.000447725161842479,0
10470,0.005039682880243943,0
4364,0.000538390145175226,0
8052,0.0003524013982894809,0
4537,0.0005372232309814178,0
7606,0.0005891109544148007,0
3472,0.0007924868565270626,0
3973,0.0003212521507714502,0
8164,0.0005200030771850537,0
5296,0.00031013100262533924,0
6700,0.0005412604687910253,0
7972,0.0006247083074434052,0
7605,0.0004164380650947027,0
9840,0.0008083223194088587,0
6859,0.0004058383306054683,0
4998,0.00037917412255037303,0
8109,0.0005403458322452264,0
2875,0.0005688121390286339,0
6609,0.0007653635058616161,0
7837,0.0003449486235454834,0
3516,0.011893569450586174,0
6810,0.000539905307983025,0
5239,0.000900926483524395,0
2859,0.0007948542073518104,0
2985,0.0007143349540833591,0
3638,0.0014003126613083637,0
9718,0.0005616016306802505,0
9585,0.0005527205388786509,0
10730,0.0006140645402647729,0
10058,0.010693598016605984,0
10520,0.001416933197366681,0
1672,0.001029521425993577,0
6568,0.0005220293429078298,0
7070,0.0005606258620435942,0
5813,0.000300785836208582,0
5047,0.000430123799953659,0
3237,0.009850128771719948,0
9625,0.0052719281148985876,0
10227,0.0005010987949738423,0
6490,0.00048132822065963097,0
2513,0.000575290232595185,0
2257,0.0003805757080921756,0
7208,0.006862229077920636,0
6389,0.00031280449914774925,0
9058,0.014580108439736792,0
10422,0.003965292097972161,0
5943,0.00036183794603884107,0
9405,0.0011371283639221297,0
8043,0.00039492613326337406,0
5187,0.0005372160468963527,0
10915,0.0016513359813154888,0
9030,0.0007274400257581832,0
10142,0.0006324134476643894,0
9932,0.001962543535294764,0
8940,0.0008328490982115282,0
1809,0.0006715760271991205,0
10561,0.0008854504870687377,0
10013,0.0009206049775554353,0
5711,0.0005702258238970959,0
3456,0.0016218314083846456,0
3150,0.006418598973952625,0
6877,0.0005172341639319989,0
8915,0.0008459354803324935,0
2416,0.0004917333179539985,0
7865,0.00048823671121666934,0
9972,0.001323216261805878,0
7164,0.00037169334452682355,0
1572,0.0024015629229395983,0
8665,0.0003892426450658493,0
10117,0.001384956823367835,0
10308,0.0044148965371293885,0
9832,0.007673946741485064,0
3679,0.0006738146550436911,0
3568,0.013894534183739841,0
10874,0.0005206251628184668,0
4024,0.0006108050519730469,0
1578,0.009364377212367696,0
2865,0.009856869006794227,0
4481,0.0003700665703443329,0
4292,0.0013171430704709596,0
8896,0.0010775205809830293,0
10808,0.0013993378361566722,0
8598,0.0026704238126602038,0
7717,0.0005951951615569945,0
9007,0.00036894106195171174,0
2551,0.0005134627837335028,0
3294,0.009844416179275726,0
2862,0.001879140540099943,0
8643,0.003216947297787101,0
6401,0.00052200473113472,0
9166,0.0008679373565447837,0
2198,0.0005468118263382136,0
7332,0.0005059021208631148,0
3074,0.009841024324946605,0
8205,0.0003478233928151997,0
7368,0.00045451082304465986,0
8689,0.001264072473389095,0
2839,0.0003091911938601746,0
5123,0.0003564684351316105,0
7295,0.0005521769282717415,0
5978,0.0004175223323956602,0
